Beer name,Beer style,Beer ABV,Brewery name,Island,Booth,Additional taprooms,Region,Actual location,Website
Social Irish-Style Red Ale,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",4.7,Boulder Social,1,11,"","Mountain (CO,UT,NV,ID,WY,MT)","Boulder, Colorado, United States",
Social West Coast IPA,American and English India Pale Ales,7.1,Boulder Social,1,11,"","Mountain (CO,UT,NV,ID,WY,MT)","Boulder, Colorado, United States",
purple haze,Fruit & Fruit Wheat Beers,4.2,Abita Brewing Co,9,15,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Covington, Louisiana, United States",
Andygator,"Bock, Maibock, Doppelbock & Eisbock Lagers",8.0,Abita Brewing Co,9,15,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Covington, Louisiana, United States",
Beeracuda,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Abita Brewing Co,9,15,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Covington, Louisiana, United States",
Strawgator,Fruit & Fruit Wheat Beers,8.0,Abita Brewing Co,9,15,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","Covington, Louisiana, United States",
Balefire Irish Red,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",4.9,Mirror Image Brewing,2,20,"","Mountain (CO,UT,NV,ID,WY,MT)","Frederick, Colorado, United States",www.mirrorimagebrewco.com
Lil Lad Boysenberry Cream Ale,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Mirror Image Brewing,2,20,"","Mountain (CO,UT,NV,ID,WY,MT)","Frederick, Colorado, United States",www.mirrorimagebrewco.com
Such Great Heights Blueberry American Wheat,Fruit & Fruit Wheat Beers,5.7,Mirror Image Brewing,2,20,"","Mountain (CO,UT,NV,ID,WY,MT)","Frederick, Colorado, United States",www.mirrorimagebrewco.com
Jelly Brain V1,"Fresh Hop, Imperial India Pale and Imperial Red Ales",7.2,Third Eye Brewing Company,10,22,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Cincinnati, Ohio, United States",https://thirdeyebrewingco.com/
Third Eye Kandy V1  Raspberry & Marshmallow,"Sour Ales, Brett Beers & Lambics",5.0,Third Eye Brewing Company,10,22,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Cincinnati, Ohio, United States",https://thirdeyebrewingco.com/
Space Toast Continuum,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",12.0,Third Eye Brewing Company,10,22,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Cincinnati, Ohio, United States",https://thirdeyebrewingco.com/
Barrel Aged Double Astral,Wood and Barrel-aged beers,12.0,Third Eye Brewing Company,10,22,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Cincinnati, Ohio, United States",https://thirdeyebrewingco.com/
Gettin Twisted,Experimental Beers,5.2,Third Eye Brewing Company,10,22,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Cincinnati, Ohio, United States",https://thirdeyebrewingco.com/
Old 121 Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Old 121 Brewhouse,3,6,"","Mountain (CO,UT,NV,ID,WY,MT)","Lakewood, Colorado, United States",
Honey Brown,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",6.0,Old 121 Brewhouse,3,6,"","Mountain (CO,UT,NV,ID,WY,MT)","Lakewood, Colorado, United States",
Irish Red,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",6.7,Old 121 Brewhouse,3,6,"","Mountain (CO,UT,NV,ID,WY,MT)","Lakewood, Colorado, United States",
Oktoberfest,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.0,Old 121 Brewhouse,3,6,"","Mountain (CO,UT,NV,ID,WY,MT)","Lakewood, Colorado, United States",
Boxo Fruit: Cherry,Experimental Beers,5.5,Hoosier Brewing Company,5,26,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Greenwood, Indiana, United States",
Fruit Spirt: Roll the Fruit,Experimental Beers,5.5,Hoosier Brewing Company,5,26,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Greenwood, Indiana, United States",
Dealer's Choice: Spin to Win,Experimental Beers,5.5,Hoosier Brewing Company,5,26,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Greenwood, Indiana, United States",
The Phoenix,Experimental Beers,5.5,Hoosier Brewing Company,5,26,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Greenwood, Indiana, United States",
Mirage,"Sour Ales, Brett Beers & Lambics",5.5,New Terrain Brewing Company,2,24,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",
Punky Masala,"Rye, Herb & Spice Beers",6.0,New Terrain Brewing Company,2,24,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",
Rise and Climb Koelsch,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.4,New Terrain Brewing Company,2,24,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",
Lost IPA,American and English India Pale Ales,6.7,New Terrain Brewing Company,2,24,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",
Pillow Drops,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.9,New Terrain Brewing Company,2,24,"","Mountain (CO,UT,NV,ID,WY,MT)","Golden, Colorado, United States",
Flying W Hefeweizen,Wheat Beers: American & German-Style,5.55,Little Dry Creek Brewery,2,12,"","Mountain (CO,UT,NV,ID,WY,MT)","Greenwood Village, Colorado, United States",
Lucky 13 Festbier,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.1,Little Dry Creek Brewery,2,12,"","Mountain (CO,UT,NV,ID,WY,MT)","Greenwood Village, Colorado, United States",
Fenster Munich Helles,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.4,Little Dry Creek Brewery,2,12,"","Mountain (CO,UT,NV,ID,WY,MT)","Greenwood Village, Colorado, United States",
Bar 16 Pilsner,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.3,Little Dry Creek Brewery,2,12,"","Mountain (CO,UT,NV,ID,WY,MT)","Greenwood Village, Colorado, United States",
Leroy Sticke Alt,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",6.5,Little Dry Creek Brewery,2,12,"","Mountain (CO,UT,NV,ID,WY,MT)","Greenwood Village, Colorado, United States",
Ramblin wreck,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.5,Chicago Brewing Company - NV,1,18,"","Mountain (CO,UT,NV,ID,WY,MT)","Las Vegas, Nevada, United States",
MM LAGER,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.5,Chicago Brewing Company - NV,1,18,"","Mountain (CO,UT,NV,ID,WY,MT)","Las Vegas, Nevada, United States",
Weizenheimer,Wheat Beers: American & German-Style,5.2,Chicago Brewing Company - NV,1,18,"","Mountain (CO,UT,NV,ID,WY,MT)","Las Vegas, Nevada, United States",
HardWay IPA,American and English India Pale Ales,7.0,Chicago Brewing Company - NV,1,18,"","Mountain (CO,UT,NV,ID,WY,MT)","Las Vegas, Nevada, United States",
719 IPA,American and English India Pale Ales,7.19,Phantom Canyon Brewing Company,3,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Colorado Springs, Colorado, United States",
Northstar Pils,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Phantom Canyon Brewing Company,3,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Colorado Springs, Colorado, United States",
Das Lunas - Oktoberfest,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.8,Phantom Canyon Brewing Company,3,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Colorado Springs, Colorado, United States",
Dos Lunas,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Phantom Canyon Brewing Company,3,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Colorado Springs, Colorado, United States",
Ooops....All Beer! - Vienna Lager,"Dark Lagers: Dunkel, Schwarzbier, Baltic-Style Porter",5.0,Phantom Canyon Brewing Company,3,10,"","Mountain (CO,UT,NV,ID,WY,MT)","Colorado Springs, Colorado, United States",
MT Pils,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.8,Modern Times Beer,15,17,"","Pacific (CA, HI)","San Diego, California, United States",www.moderntimesbeer.com
Fruitlands Sangria,"Sour Ales, Brett Beers & Lambics",4.8,Modern Times Beer,15,17,"","Pacific (CA, HI)","San Diego, California, United States",www.moderntimesbeer.com
Orderville,American and English India Pale Ales,6.7,Modern Times Beer,15,17,"","Pacific (CA, HI)","San Diego, California, United States",www.moderntimesbeer.com
Monsters' Park: Vanilla,Wood and Barrel-aged beers,13.5,Modern Times Beer,15,17,"","Pacific (CA, HI)","San Diego, California, United States",www.moderntimesbeer.com
Modem Tones: Samoa Cookie Edition,Wood and Barrel-aged beers,13.5,Modern Times Beer,15,17,"","Pacific (CA, HI)","San Diego, California, United States",www.moderntimesbeer.com
Void of Light,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",7.9,Gun Hill Brewing Co,6,10,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Elizaville, New York, United States",
Rise Up Rye,"Rye, Herb & Spice Beers",4.8,Gun Hill Brewing Co,6,10,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Elizaville, New York, United States",
Mayhem,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.2,Gun Hill Brewing Co,6,10,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Elizaville, New York, United States",
Tried and True,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Gun Hill Brewing Co,6,10,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Elizaville, New York, United States",
Gun Hill IPA,American and English India Pale Ales,6.7,Gun Hill Brewing Co,6,10,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Elizaville, New York, United States",
Vegas As F@&k,American and English India Pale Ales,6.5,Revision Brewing Company,3,17,"","Mountain (CO,UT,NV,ID,WY,MT)","Sparks, Nevada, United States",
Revision IPA,American and English India Pale Ales,6.5,Revision Brewing Company,3,17,"","Mountain (CO,UT,NV,ID,WY,MT)","Sparks, Nevada, United States",
Coconut Pie Face,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",11.7,Revision Brewing Company,3,17,"","Mountain (CO,UT,NV,ID,WY,MT)","Sparks, Nevada, United States",
Guardians Of A Loveless Isle,Wood and Barrel-aged beers,9.8,Fieldwork Brewing,15,2,"","Pacific (CA, HI)","Berkeley, California, United States",http://www.fieldworkbrewing.com/
Hills & Valleys,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.0,Fieldwork Brewing,15,2,"","Pacific (CA, HI)","Berkeley, California, United States",http://www.fieldworkbrewing.com/
Watermelon Pulp,Collaboration Beers,6.9,Fieldwork Brewing,15,2,"","Pacific (CA, HI)","Berkeley, California, United States",http://www.fieldworkbrewing.com/
Rainbow Parfait,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",6.4,Fieldwork Brewing,15,2,"","Pacific (CA, HI)","Berkeley, California, United States",http://www.fieldworkbrewing.com/
Murphy's Law Black IPA,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",7.6,Two22 Brew,4,11,"","Mountain (CO,UT,NV,ID,WY,MT)","Centennial, Colorado, United States",
Crack the Sky,Wood and Barrel-aged beers,9.9,Two22 Brew,4,11,"","Mountain (CO,UT,NV,ID,WY,MT)","Centennial, Colorado, United States",
Two the Nines,"Scotch Ales, Old Ales, Strong Ales and Barley wine ales",9.0,Two22 Brew,4,11,"","Mountain (CO,UT,NV,ID,WY,MT)","Centennial, Colorado, United States",
Nice Kitty,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.7,Two22 Brew,4,11,"","Mountain (CO,UT,NV,ID,WY,MT)","Centennial, Colorado, United States",
Fruit Vehicle,"Sour Ales, Brett Beers & Lambics",5.7,Two22 Brew,4,11,"","Mountain (CO,UT,NV,ID,WY,MT)","Centennial, Colorado, United States",
Green Tea & Guava Sour,"Sour Ales, Brett Beers & Lambics",5.0,Triton Brewing Company,10,24,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Indianapolis, Indiana, United States",www.TritonBrewing.com
Barn Phantom Gose with Mango,"Sour Ales, Brett Beers & Lambics",4.0,Triton Brewing Company,10,24,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Indianapolis, Indiana, United States",www.TritonBrewing.com
Magnificent Amber,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",5.2,Triton Brewing Company,10,24,"","Great Lakes (MN, WI, MI, IL, IN, OH)","Indianapolis, Indiana, United States",www.TritonBrewing.com
Fuego,American and English India Pale Ales,6.2,Tonewood Brewing,11,5,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Barrington, New Jersey, United States",
Freshies,Pales Ales and Strong Pale Ales,5.0,Tonewood Brewing,11,5,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Barrington, New Jersey, United States",
Lumberyard,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.2,Tonewood Brewing,11,5,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Barrington, New Jersey, United States",
Halcyon,American and English India Pale Ales,6.0,Tonewood Brewing,11,5,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Barrington, New Jersey, United States",
Void & Form,"Sour Ales, Brett Beers & Lambics",5.8,Tonewood Brewing,11,5,"","Mid Atlantic (NY, PA, NJ, DE, WV, VA, MD)","Barrington, New Jersey, United States",
Hazy Jane,American and English India Pale Ales,7.2,BrewDog USA,5,20,Non-alcohol Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)",", Ohio, United States",https://www.brewdog.com/usa
Punk,American and English India Pale Ales,7.5,BrewDog USA,5,20,Non-alcohol Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)",", Ohio, United States",https://www.brewdog.com/usa
NanoDog Great Big Baby,Wood and Barrel-aged beers,13.0,BrewDog USA,5,20,Non-alcohol Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)",", Ohio, United States",https://www.brewdog.com/usa
Fatty Beans,"Rye, Herb & Spice Beers",5.0,BrewDog USA,5,20,Non-alcohol Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)",", Ohio, United States",https://www.brewdog.com/usa
95,American and English India Pale Ales,4.0,BrewDog USA,5,20,Non-alcohol Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)",", Ohio, United States",https://www.brewdog.com/usa
Punk AF,NA Beer,0.05,BrewDog USA,5,20,Non-alcohol Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)",", Ohio, United States",https://www.brewdog.com/usa
Hazy AF,NA Beer,0.05,BrewDog USA,5,20,Non-alcohol Taproom,"Great Lakes (MN, WI, MI, IL, IN, OH)",", Ohio, United States",https://www.brewdog.com/usa
Samuel Adams Boston Lager,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.9,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Samuel Adams OctoberFest,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",5.1,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Samuel Adams Utopias,Wood and Barrel-aged beers,28.0,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Samuel Adams Just the Haze,NA Beers,0.5,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Samuel Adams Cherry Wheat,Fruit & Fruit Wheat Beers,5.3,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Samuel Adams Epic Squeeze Citrus,Fruit & Fruit Wheat Beers,5.0,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Samuel Adams Love Conquers Ale,Fruit & Fruit Wheat Beers,5.0,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Samuel Adams Vacation Sam PC,American and English India Pale Ales,6.9,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Samuel Adams Gold Rush,NA Beers,0.5,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Samuel Adams Kveik Monster,"Bitter, Altbier, Red, Amber, Summer & Golden Ales",8.0,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Just the Haze,NA Beer,0.05,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Gold Rush,NA Beer,0.05,Samuel Adams,8,12,Non-alcohol Taproom,"New England (ME, NH, VT, MA, CT, RI)","Somerville, Massachusetts, United States",www.samueladams.com
Galaxy Banger,American and English India Pale Ales,7.5,Savage Craft Ale Works,13,16,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","West Columbia, South Carolina, United States",savagecraft.com
I Am Brut,American and English India Pale Ales,5.8,Savage Craft Ale Works,13,16,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","West Columbia, South Carolina, United States",savagecraft.com
Canopy Surfer Sour Ale,"Sour Ales, Brett Beers & Lambics",5.5,Savage Craft Ale Works,13,16,"","Southeast (KY, TN,NC, SC, GA, AL, MS, AR, LA, FL)","West Columbia, South Carolina, United States",savagecraft.com
Laws Whiskey House Barrel Aged Yeti Imperial Stout,Wood and Barrel-aged beers,12.5,Great Divide Brewing Co.,2,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",greatdivide.com
Hazy IPA,American and English India Pale Ales,6.2,Great Divide Brewing Co.,2,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",greatdivide.com
Colette Farmhouse Ale,Belgian-Style Ales,6.5,Great Divide Brewing Co.,2,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",greatdivide.com
Strawberry Rhubarb Sour Ale,"Sour Ales, Brett Beers & Lambics",6.2,Great Divide Brewing Co.,2,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",greatdivide.com
Yeti Imperial Stout,"Dark Ales: Scotch, Porters, Stouts, Brown & Black Ales",9.5,Great Divide Brewing Co.,2,5,"","Mountain (CO,UT,NV,ID,WY,MT)","Denver, Colorado, United States",greatdivide.com
Migration IPA,Pales Ales and Strong Pale Ales,6.4,Migration Brewing Company,5,7,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Mo-HAZE-ic IPA,Pales Ales and Strong Pale Ales,6.1,Migration Brewing Company,5,7,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Cannonball,"Fresh Hop, Imperial India Pale and Imperial Red Ales",7.1,Migration Brewing Company,5,7,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Maple Coronet Barleywine,"Scotch Ales, Old Ales, Strong Ales and Barley wine ales",11.0,Migration Brewing Company,5,7,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Chasing Dreams,American and English India Pale Ales,6.8,Migration Brewing Company,5,7,"","Pacific Northwest (OR, WA, AK)","Portland, Oregon, United States",
Boo Koo,Pales Ales and Strong Pale Ales,6.5,Mother Earth Brew Co LLC,2,22,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Nampa, Idaho, United States",www.motherearthbrewco.com
Hoppy 2 Be Stuck With You,American and English India Pale Ales,7.2,Mother Earth Brew Co LLC,2,22,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Nampa, Idaho, United States",www.motherearthbrewco.com
Needs A Name! IPA,American and English India Pale Ales,7.2,Mother Earth Brew Co LLC,2,22,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Nampa, Idaho, United States",www.motherearthbrewco.com
Heavy Cloud,American and English India Pale Ales,6.8,Mother Earth Brew Co LLC,2,22,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Nampa, Idaho, United States",www.motherearthbrewco.com
Tierra Madre,"Session Ales & Lagers: Pilseners, Lagers, Mild, Koelsch, etc.",4.5,Mother Earth Brew Co LLC,2,22,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Nampa, Idaho, United States",www.motherearthbrewco.com
Boo Koo,Pales Ales and Strong Pale Ales,6.5,Mother Earth Brew Co LLC,2,22,Heavy Medal Taproom,"Mountain (CO,UT,NV,ID,WY,MT)","Nampa, Idaho, United States",www.motherearthbrewco.com
Love,American and English India Pale Ales,6.1,Almanac Beer Company,14,6,"","Pacific (CA, HI)","Alameda, California, United States",
